word,noun,verb,adverb,adjective,other,frequency
pac,1,0,0,0,0,2.951758
pack,1,1,0,0,0,22.553086
pact,1,0,0,0,0,9.877372
pad,1,0,0,0,0,10.451024
pal,1,0,0,0,0,5.321955
pam,1,0,0,0,0,3.479414
pan,1,0,0,0,0,30.562512
pang,1,0,0,0,0,2.267849
pant,1,1,0,0,0,1.549514
pants,1,0,0,0,0,11.298076
pap,1,0,0,0,0,4.181706
pash,1,0,0,0,0,0.091268
past,1,0,0,1,0,258.698209
pat,1,0,0,0,0,15.908269
path,1,0,0,0,0,95.916527
pax,1,0,0,0,0,1.456770
peck,1,0,0,0,0,4.023457
peg,1,0,0,0,0,5.145953
pelt,1,1,0,0,0,0.862793
pen,1,0,0,0,0,23.745468
pent,0,0,0,1,0,1.731817
pep,1,0,0,0,0,1.792147
pest,1,0,0,0,0,5.306820
pet,1,0,0,0,0,15.206879
pic,1,0,0,0,0,2.500126
pick,0,1,0,0,0,45.618943
pig,1,0,0,0,0,17.868812
pik,1,0,0,0,0,0.195146
pilch,1,0,0,0,0,0.114817
pimp,1,0,0,0,0,0.950852
pin,1,1,0,0,0,18.913154
ping,1,1,0,0,0,3.504331
pink,1,0,0,1,0,22.554687
pip,1,0,0,0,0,1.902769
pit,1,0,0,0,0,17.397033
pith,1,0,0,0,0,1.051692
pix,1,0,0,0,0,0.477132
plack,1,0,0,0,0,0.031303
plan,1,0,0,0,0,210.333501
plank,1,0,0,0,0,4.254576
plant,1,0,0,0,0,127.861610
pled,0,1,0,0,0,0.371202
plex,1,0,0,1,0,0.206979
plock,1,0,0,0,0,0.072272
plod,0,1,0,0,0,0.301355
plop,1,1,0,0,0,0.381645
plot,1,0,0,0,0,43.531485
pluck,1,1,0,0,0,2.351931
plug,1,0,0,0,0,11.236456
plum,1,0,0,0,0,3.712204
plump,0,0,0,1,0,3.420118
plunk,1,1,0,0,0,0.152554
plus,1,0,0,0,0,27.376901
plush,1,0,0,0,0,1.391133
pock,1,0,0,0,0,0.332635
pod,1,0,0,0,0,2.436711
pomp,1,0,0,0,0,2.619970
pon,1,0,0,0,0,0.614403
pond,1,0,0,0,0,12.980441
pont,1,0,0,0,0,3.334436
pop,1,1,0,1,0,18.222362
posh,0,0,0,1,0,0.720464
pot,1,0,0,0,0,23.034631
pox,1,0,0,0,0,1.975717
prank,1,0,0,0,0,0.812462
prep,1,0,0,0,0,2.769641
prest,1,0,0,1,0,0.362594
prick,1,1,0,0,0,2.124712
pricks,1,1,0,0,0,0.539559
prig,1,0,0,0,0,0.297758
prim,0,0,0,1,0,1.283868
primp,0,1,0,0,0,0.037534
print,1,0,0,0,0,48.815983
prob,1,0,0,0,0,3.470682
prod,1,1,0,0,0,2.805948
prompt,0,1,0,1,0,14.929089
prop,1,1,0,0,0,3.770622
props,1,0,0,0,0,3.025778
pub,1,0,0,0,0,10.613958
puck,1,0,0,0,0,1.309888
pug,1,0,0,0,0,0.620176
pulp,1,0,0,0,0,10.487424
pump,1,0,0,0,0,26.861932
pun,1,0,0,0,0,2.439128
pung,1,0,0,0,0,0.078208
punk,1,0,0,1,0,1.899964
punt,1,0,0,0,0,0.817948
pup,1,0,0,0,0,1.787594
pus,1,0,0,0,0,3.248280
quack,1,0,0,0,0,1.021671
quant,1,0,0,0,0,1.528366
quest,1,0,0,0,0,19.268795
quick,0,0,0,1,0,56.790671
quid,1,0,0,0,0,2.896804
quilt,1,0,0,0,0,4.164644
quin,1,0,0,0,0,0.747805
quint,1,0,0,0,0,0.710876
quip,1,0,0,0,0,0.444570
quit,0,1,0,0,0,16.430595
quits,0,0,0,1,0,1.120802
quiz,1,0,0,0,0,2.757373
rab,1,0,0,0,0,0.930675
rach,1,0,0,0,0,0.134560
rack,1,0,0,0,0,7.056243
rad,1,0,0,0,0,3.300864
raft,1,0,0,0,0,4.448416
rag,1,0,0,0,0,4.560973
ram,1,0,0,0,0,14.870297
ramp,1,0,0,0,0,4.935874
ran,0,1,0,0,0,85.111354
rand,1,0,0,0,0,8.283976
rang,0,1,0,0,0,14.197965
rank,1,0,0,0,0,41.656002
rant,1,1,0,0,0,0.752420
rap,1,0,0,0,0,3.905703
rapt,0,0,0,1,0,1.172795
ras,1,0,0,0,0,4.053027
rash,1,0,0,1,0,8.560298
rasp,1,0,0,0,0,0.572914
rat,1,0,0,0,0,36.511316
rath,1,0,0,0,0,0.824350
rax,1,0,0,0,0,0.082271
reck,1,1,0,0,0,0.243301
red,1,0,0,1,0,194.514263
ref,1,0,0,0,0,14.331437
reg,1,0,1,0,0,6.316658
renk,1,0,0,0,0,0.033821
rent,1,1,0,0,0,30.092909
rep,1,0,0,0,0,4.389454
reps,1,0,0,0,0,1.185126
resh,1,0,0,0,0,0.167285
rest,1,0,0,0,0,181.505300
ret,0,1,0,0,0,1.788907
rev,1,0,0,0,0,16.996998
rex,1,0,0,0,0,4.886063
rib,1,0,0,0,0,6.834851
ric,1,0,0,0,0,0.840720
rich,0,0,0,1,0,99.513330
rick,1,0,0,0,0,6.366577
rid,0,1,0,0,0,19.774999
rift,1,0,0,0,0,4.153036
rig,1,0,0,0,0,4.176578
rim,1,0,0,0,0,13.728145
ring,1,0,0,0,0,61.647576
rink,1,0,0,0,0,1.088473
rip,1,1,0,0,0,4.732772
risk,1,0,0,0,0,173.510053
rist,1,0,0,0,0,0.392405
rix,1,0,0,0,0,0.263261
rob,0,1,0,0,0,9.031183
roc,1,0,0,0,0,1.676864
rock,1,0,0,0,0,81.869523
rod,1,0,0,0,0,21.679742
rog,1,0,0,0,0,0.282576
romp,1,1,0,0,0,0.533134
ron,1,0,0,0,0,7.170874
rot,1,1,0,0,0,5.674215
rox,1,0,0,0,0,0.081774
rub,1,1,0,0,0,6.745028
ruck,1,0,0,0,0,0.301666
rud,1,0,0,0,0,0.268606
rug,1,0,0,0,0,4.768845
rum,1,0,0,0,0,5.737474
rump,1,0,0,0,0,1.896072
run,1,1,0,0,0,189.036204
rung,1,0,0,0,0,3.022530
rus,1,0,0,0,0,1.205645
rush,1,1,0,0,0,22.628132
rusk,1,0,0,0,0,1.673041
rust,1,0,0,0,0,5.280574
rut,1,0,0,0,0,1.406494
rux,1,0,0,0,0,0.014886
sac,1,0,0,0,0,8.367910
sack,1,0,0,0,0,7.585515
sad,0,0,0,1,0,32.727020
sag,1,1,0,0,0,2.087885
sak,1,0,0,0,0,0.261808
sal,1,0,0,1,0,3.643133
sam,1,0,0,0,0,35.085865
samp,1,0,0,1,0,0.140387
san,1,0,0,0,0,98.395341
sand,1,0,0,0,0,48.704149
sang,1,0,0,0,0,17.659937
sank,0,1,0,0,0,10.968130
sant,1,0,0,0,0,0.978582
sap,1,0,0,0,0,5.568185
sash,1,0,0,0,0,2.292471
sat,1,0,0,0,0,113.905105
sax,1,0,0,0,0,1.245285
scab,1,0,0,0,0,0.959632
scad,1,0,0,0,0,0.101500
scalp,1,0,0,0,0,6.227728
scam,1,0,0,0,0,0.829478
scan,1,1,0,0,0,17.005956
scant,0,1,0,0,0,4.317027
scat,1,0,0,0,0,0.558610
scot,1,0,0,0,0,2.461667
scots,1,0,0,0,0,7.138055
scram,0,1,0,0,0,0.180617
scrap,1,0,0,0,0,7.021536
scrimp,0,1,0,0,0,0.080733
scrip,1,0,0,0,0,0.689635
script,1,0,0,0,0,24.182914
scrod,1,0,0,0,0,0.024280
scrub,1,1,0,0,0,4.667197
scud,1,0,0,0,0,0.449573
sculpt,0,1,0,0,0,0.314307
scum,1,0,0,0,0,1.546966
sec,1,0,0,0,0,50.970235
seck,1,1,0,0,0,0.030441
sect,1,0,0,0,0,12.946333
self,1,0,0,1,0,366.023038
sen,1,0,0,0,0,7.491279
send,0,1,0,0,0,78.652693
sent,1,0,0,1,0,166.996664
sept,1,0,0,0,0,4.266673
set,1,1,0,0,0,495.225388
seth,1,0,0,0,0,4.385981
sex,1,0,0,0,0,120.535852
shack,1,0,0,0,0,3.149235
shad,1,0,0,0,0,0.874774
shaft,1,0,0,0,0,19.177402
shag,1,0,0,0,0,0.443195
shalt,1,1,0,0,0,2.187948
sham,1,0,0,1,0,3.243106
shan,1,0,0,0,0,3.748642
shank,1,0,0,0,0,1.727093
shap,1,0,0,0,0,0.102775
shed,0,1,0,0,0,19.515320
shelf,1,0,0,0,0,15.822905
shen,1,0,0,0,0,2.698481
sheng,1,0,0,1,0,1.909738
sheth,1,0,0,0,0,0.314159
shift,1,1,0,0,0,66.827839
shim,1,0,0,0,0,0.640368
shin,1,0,0,0,0,2.792452
ship,1,0,0,0,0,77.710551
shock,1,0,0,0,0,48.399430
shod,0,0,0,1,0,0.904391
shop,1,0,0,0,0,47.109199
shot,1,0,0,0,0,71.365752
shrank,0,1,0,0,0,2.743505
shred,1,1,0,0,0,1.197432
shrift,1,0,0,0,0,0.509359
shrimp,1,0,0,0,0,5.202483
shrink,0,1,0,0,0,5.659647
shrub,1,0,0,0,0,3.314414
shrug,1,1,0,0,0,2.809926
shrunk,0,0,0,1,0,2.209143
shuck,1,1,0,0,0,0.269679
shucks,1,0,0,0,0,0.299692
shun,0,1,0,0,0,2.595131
shunt,1,0,0,0,0,5.493023
shut,0,1,0,0,0,36.611208
sib,1,0,0,0,0,1.097517
sic,0,1,1,0,0,10.483640
sick,0,0,0,1,0,50.790488
sid,1,0,0,0,0,2.996767
sift,0,1,0,0,0,1.490676
sig,1,0,0,0,0,2.604322
sil,1,0,0,0,0,0.908105
silk,1,0,0,0,0,22.227964
silt,1,0,0,0,0,4.112456
sim,1,0,0,0,0,2.341613
sin,1,0,0,0,0,51.783901
sind,1,0,0,0,0,6.355513
sing,0,1,0,0,0,29.429830
sink,1,1,0,0,0,16.881559
sip,1,1,0,0,0,4.957877
sis,1,0,0,0,0,3.008662
sit,0,1,0,0,0,69.744587
six,1,0,0,1,0,219.988052
sixth,1,0,0,1,0,30.222644
skid,1,0,0,0,0,1.562730
skim,1,1,0,0,0,2.221831
skimp,0,1,0,0,0,0.177377
skin,1,0,0,0,0,119.380849
skip,1,1,0,0,0,6.904132
skit,1,0,0,0,0,0.542970
skulk,0,1,0,0,0,0.121522
skunk,1,0,0,0,0,1.238665
slab,1,0,0,0,0,8.399765
slack,1,0,0,1,0,5.843745
slag,1,0,0,0,0,2.982929
slam,1,1,0,0,0,2.367392
slang,1,0,0,0,0,3.486088
slant,1,0,0,0,0,2.720616
slap,1,1,0,0,0,3.699501
slash,1,1,0,0,0,2.573742
slat,1,0,0,0,0,0.463566
sled,1,1,0,0,0,1.931136
slept,0,1,0,0,0,19.414472
slick,1,0,0,1,0,3.284626
slid,0,1,0,0,0,10.819554
slim,0,0,0,1,0,7.276204
sling,1,1,0,0,0,2.697727
slip,1,1,0,0,0,24.720546
slit,1,0,0,0,0,6.317482
slob,1,0,0,0,0,0.379423
slog,0,1,0,0,0,0.206746
slop,1,1,0,0,0,0.747090
slosh,0,1,0,0,0,0.153082
slot,1,0,0,0,0,7.982683
slug,1,0,0,0,0,1.804392
slum,1,0,0,0,0,4.496230
slump,1,0,0,0,0,2.638648
slung,0,1,0,0,0,2.327177
slush,1,0,0,0,0,0.833525
slut,1,0,0,0,0,0.835849
smack,1,1,0,0,0,1.907944
smash,1,1,0,0,0,2.922063
smelt,1,1,0,0,0,1.638552
smit,1,0,0,0,0,0.579487
smith,1,0,0,0,0,98.475227
smock,1,0,0,0,0,0.852561
smog,1,0,0,0,0,1.445473
smug,0,0,0,1,0,1.614646
smut,1,0,0,0,0,0.539451
snack,1,0,0,0,0,3.499157
snag,1,1,0,0,0,0.929339
snap,1,1,0,0,0,8.033472
snaps,1,1,0,0,0,1.534068
snip,1,1,0,0,0,0.532722
snob,1,0,0,0,0,0.868100
snub,1,1,0,0,0,0.760780
snuck,0,1,0,0,0,0.532932
snug,1,0,0,1,0,1.772560
sob,1,1,0,0,0,2.543099
sock,1,0,0,0,0,1.518926
sod,1,0,0,0,0,2.887364
soft,0,0,0,1,0,74.091542
sok,1,0,0,0,0,0.259866
sol,1,0,0,0,0,6.698085
sop,1,0,0,0,0,1.132635
spack,1,0,0,0,0,0.020434
spak,1,1,0,0,0,0.050385
span,1,0,0,0,0,21.538672
spang,0,1,0,0,0,0.093436
spank,0,1,0,0,0,0.409700
spat,0,1,0,0,0,3.557490
spec,1,0,0,0,0,3.656458
speck,1,0,0,0,0,2.046644
specks,1,0,0,0,0,1.008145
specs,1,0,0,0,0,0.738256
sped,0,1,0,0,0,3.545237
spend,0,1,0,0,0,53.792910
spent,0,0,0,1,0,99.679333
spilt,0,1,0,1,0,0.791306
spin,1,1,0,0,0,20.105606
spink,1,0,0,0,0,0.315721
spit,0,1,0,0,0,5.559553
splash,1,1,0,0,0,3.430661
splat,1,0,0,0,0,0.250729
splint,1,0,0,0,0,2.473981
split,1,1,0,0,0,39.825955
spock,1,0,0,0,0,1.076539
spot,1,0,0,0,0,54.473470
sprang,0,1,0,0,0,10.395216
spreng,1,0,0,0,0,0.058209
spring,1,0,0,0,0,100.686561
sprint,1,1,0,0,0,1.283705
sprung,0,1,0,0,0,4.661098
spud,1,0,0,0,0,0.347164
spun,0,1,0,0,0,7.285295
spunk,1,0,0,0,0,0.320802
stab,1,1,0,0,0,3.037012
stack,1,0,0,0,0,15.265888
stag,1,0,0,0,0,1.878987
stam,1,0,0,0,0,0.342300
stamp,1,1,0,0,0,12.177566
stan,1,0,0,0,0,4.656592
stand,1,1,0,0,0,124.236883
stang,1,0,0,0,0,0.167028
stank,1,1,0,0,0,0.572984
stash,1,1,0,0,0,0.696340
stem,1,1,0,0,0,30.367343
sten,1,0,0,0,0,0.561578
stent,1,0,0,0,0,2.393606
step,1,0,0,0,0,168.728101
stet,0,1,0,0,0,0.120435
stich,1,0,0,0,0,0.271994
stick,1,1,0,0,0,33.915711
sticks,1,0,0,0,0,11.811445
stilt,1,0,0,0,0,0.295901
sting,1,1,0,0,0,4.302544
stink,1,1,0,0,0,1.780524
stint,1,0,0,0,0,1.650875
stith,1,0,0,0,0,0.272522
stock,1,0,0,0,0,98.647507
stocks,1,0,0,0,0,19.891293
stomp,1,1,0,0,0,0.579937
stop,1,1,0,0,0,123.758042
strack,1,0,0,0,0,0.259687
stram,1,0,0,0,0,0.054262
strand,1,0,0,0,0,10.547871
strang,1,0,0,0,0,0.760018
strap,1,0,0,0,0,4.248080
streck,1,0,0,0,0,0.038739
streng,1,0,0,0,0,0.126868
strick,1,0,0,0,0,0.158093
strict,0,0,0,1,0,28.601891
string,1,0,0,0,0,44.301270
strip,1,0,0,0,0,22.639739
strom,1,0,0,0,0,0.964550
strub,1,0,0,0,0,0.069179
struck,0,0,0,1,0,47.140992
strum,1,1,0,0,0,0.307104
strung,0,0,0,1,0,3.848954
strut,1,1,0,0,0,1.598532
stub,1,0,0,0,0,1.838788
stuck,0,0,0,1,0,23.343615
stud,1,0,0,0,0,4.528947
stum,1,0,0,0,0,0.042802
stump,1,0,0,0,0,4.795673
stun,0,1,0,0,0,0.536879
stung,0,0,0,1,0,2.729667
stunk,0,1,0,0,0,0.147651
stunt,1,0,0,0,0,1.785870
sub,1,0,0,0,0,48.532708
such,0,0,1,0,0,1570.272052
suck,1,1,0,0,0,3.927931
suk,1,0,0,0,0,0.370697
sulk,1,1,0,0,0,0.394091
sum,1,0,0,0,0,59.473792
sump,1,0,0,0,0,0.814987
sun,1,0,0,0,0,121.086250
sung,1,0,0,0,0,13.398672
sunk,0,0,0,1,0,8.984977
sup,1,1,0,0,0,2.755369
sus,1,0,0,0,0,3.462632
swam,0,1,0,0,0,4.088410
swank,1,0,0,1,0,0.404844
swept,0,0,0,1,0,19.405242
swick,1,0,0,0,0,0.064355
swift,1,0,0,1,0,16.222179
swig,1,0,0,0,0,0.649731
swim,1,1,0,0,0,10.918242
swing,1,1,0,0,0,17.047850
swink,1,0,0,0,0,0.046811
swish,1,1,0,1,0,0.704840
swum,0,1,0,0,0,0.353278
swung,0,1,0,0,0,12.132107
tab,1,0,0,0,0,11.813550
tack,1,0,0,0,0,3.619957
tact,1,0,0,0,0,3.510702
tad,1,0,0,0,0,1.831158
taft,1,0,0,0,0,5.145292
tag,1,0,0,0,0,12.450065
talc,1,0,0,0,0,1.078590
tam,1,0,0,0,0,1.989259
tamp,1,1,0,0,0,0.155157
tan,1,0,0,1,0,10.687209
tang,1,0,0,0,0,4.803381
tank,1,0,0,0,0,28.865595
tap,1,1,0,0,0,12.783896
taps,1,0,0,0,0,2.993387
tash,1,0,0,0,0,0.217017
task,1,0,0,0,0,143.590342
tat,1,0,0,0,0,3.299061
tax,1,0,0,0,0,137.953311
tec,1,0,0,0,0,0.794282
teck,1,0,0,0,0,0.212433
ted,1,0,0,0,0,10.959723
temp,1,0,0,0,0,2.682887
tempt,0,1,0,0,0,2.450891
ten,1,0,0,1,0,171.821450
tend,0,1,0,0,0,81.679986
teng,1,0,0,0,0,1.138889
tent,1,0,0,0,0,17.039474
test,1,0,0,0,0,241.941490
text,1,0,0,0,0,175.895183
thad,1,0,0,0,0,0.610339
thank,0,1,0,0,0,64.472668
thanks,1,0,0,0,0,50.466298
theft,1,0,0,0,0,9.351868
thick,0,0,0,1,0,58.022872
thin,0,0,0,1,0,68.669462
thing,1,0,0,0,0,275.486721
think,0,1,0,0,0,493.763995
thon,1,0,0,0,0,0.360768
thrash,0,1,0,0,0,0.680016
thresh,0,1,0,0,0,0.274651
thrift,1,0,0,0,0,2.634491
thrips,1,0,0,0,0,0.317578
throb,1,1,0,0,0,1.107889
thrush,1,0,0,0,0,1.302833
thrust,1,1,0,0,0,23.422165
thud,1,0,0,0,0,1.810514
thug,1,0,0,0,0,0.650655
thump,1,1,0,0,0,1.530230
tic,1,0,0,0,0,2.636806
tick,1,1,0,0,0,4.652101
tift,1,0,0,0,0,0.045203
tig,1,0,0,0,0,0.466270
til,1,0,0,0,0,4.219426
tilt,1,1,0,0,0,5.632571
tilth,1,0,0,0,0,0.198860
tim,1,0,0,0,0,12.283681
tin,1,0,0,0,0,19.990183
ting,1,1,0,0,0,2.585660
tint,1,0,0,0,0,2.189090
tip,1,0,0,0,0,35.253546
tit,1,0,0,0,0,3.491737
tock,1,0,1,0,0,0.260518
tod,1,0,0,0,0,1.889281
toft,1,0,0,0,0,0.284278
tom,1,0,0,0,0,47.997919
top,1,0,0,1,0,184.846985
tops,1,0,0,0,0,9.209065
tosh,1,0,0,0,0,0.251490
tot,1,0,0,0,0,2.977467
track,1,0,0,0,0,49.881956
tract,1,0,0,0,0,33.004794
tram,1,0,0,0,0,2.179130
tramp,1,0,0,0,0,2.918582
tran,1,0,0,0,0,1.294295
trant,1,0,0,0,0,0.085651
trap,1,0,0,0,0,18.646335
traps,1,0,0,0,0,7.425223
trash,1,0,0,0,0,6.441879
trek,1,0,0,0,0,3.617820
trend,1,0,0,0,0,42.781808
trent,1,0,0,0,0,4.004647
trest,1,0,0,1,0,0.021335
trick,1,0,0,0,0,14.527430
trig,1,0,0,0,0,0.262492
trim,1,1,0,0,0,8.311037
trip,1,0,0,0,0,53.339398
trod,0,1,0,0,0,1.571028
tromp,1,0,0,0,0,0.257636
tron,1,0,0,0,0,0.233364
trot,1,1,0,0,0,2.466834
truck,1,0,0,0,0,27.129225
trucks,1,0,0,0,0,12.200991
trump,1,0,0,0,0,2.212927
trunk,1,0,0,0,0,20.064180
trust,1,1,0,0,0,89.744948
tub,1,0,0,0,0,6.062930
tuck,1,1,0,0,0,2.461340
tuft,1,0,0,0,0,1.206865
tug,1,0,0,0,0,3.889954
tung,1,0,0,0,0,4.057829
tusk,1,0,0,0,0,0.549116
tut,1,0,0,0,0,1.183028
tux,1,0,0,0,0,0.237466
twig,1,0,0,0,0,2.001030
twin,1,0,0,1,0,17.456695
twist,1,1,0,0,0,10.121746
um,1,0,0,0,0,11.719625
un,1,0,0,0,0,64.375596
up,0,0,1,0,0,469.233724
us,1,0,0,0,0,804.942686
val,1,0,0,0,0,4.553794
vamp,1,0,0,0,0,0.359245
van,1,0,0,0,0,97.635439
vang,1,0,0,0,0,0.280346
vast,0,0,0,1,0,54.143384
vat,1,0,0,0,0,3.910116
vent,1,1,0,0,0,6.324389
vest,1,0,0,0,0,3.686323
vet,1,0,0,0,0,4.927840
vex,0,1,0,0,0,0.620393
vic,1,0,0,0,0,3.156530
vick,1,0,0,0,0,0.269096
vim,1,0,0,0,0,0.784997
vint,1,0,0,0,0,0.179933
vis,1,0,0,0,0,13.812272
vlach,1,0,0,0,0,0.152204
wack,1,0,0,0,0,0.115517
wag,1,1,0,0,0,1.221456
wang,1,0,0,0,0,14.233005
wax,1,0,0,0,0,12.212163
web,1,0,0,0,0,72.137090
wed,1,1,0,0,0,3.255420
weld,1,0,0,0,0,5.734584
welk,1,0,0,0,0,0.134777
welt,1,0,0,0,0,2.738998
wen,1,0,0,0,0,3.595692
wend,0,1,0,0,0,0.378980
went,0,1,0,0,0,399.717575
wept,0,1,0,0,0,6.816710
wes,1,1,0,0,0,1.706598
west,1,0,0,1,0,233.355063
wet,0,0,0,1,0,40.832290
whack,1,1,0,0,0,0.872132
wham,0,1,0,0,0,0.314648
whan,1,0,0,0,0,0.309016
whang,1,0,0,0,0,0.157658
when,0,0,1,0,0,1355.725512
whet,0,1,0,0,0,0.497084
which,0,0,0,0,0,3725.855630
whig,1,0,0,0,0,5.565660
whim,1,0,0,0,0,2.567611
whip,1,1,0,0,0,8.128299
whisk,1,1,0,0,0,1.449715
whit,1,0,0,0,0,1.545350
whiz,1,1,0,0,0,0.703969
wick,1,0,0,0,0,2.144959
width,1,0,0,0,0,32.482654
wig,1,0,0,0,0,2.702513
wilk,1,0,0,0,0,0.302536
wilt,1,1,0,0,0,2.395168
win,0,1,0,0,0,48.037675
wing,1,0,0,0,0,36.466727
wink,1,1,0,0,0,2.786035
wint,1,1,0,0,0,0.184183
wis,1,1,0,0,0,0.788206
wish,1,1,0,0,0,109.594457
wisp,1,0,0,0,0,0.975660
wist,1,1,0,0,0,0.205619
wit,1,0,0,0,0,14.290958
wiz,1,0,0,0,0,0.145717
wop,1,0,0,0,0,0.223287
wops,1,0,0,0,0,0.058512
yak,1,0,0,0,0,0.783925
yam,1,0,0,0,0,1.677485
yan,1,0,0,0,0,1.570461
yang,1,0,0,0,0,10.768477
yank,1,1,0,0,0,1.078870
yap,1,0,0,0,0,0.810310
yelp,1,1,0,0,0,0.443878
yen,1,0,0,0,0,6.564054
yep,0,0,0,0,0,1.538233
yes,1,0,0,0,0,188.848656
yest,1,0,0,1,0,0.027061
yet,0,0,1,0,0,412.839428
yin,1,0,0,0,0,4.510836
yip,0,1,0,0,0,0.354141
yom,1,0,0,0,0,1.546764
yon,0,0,1,1,0,4.838662
yuck,1,1,0,0,0,0.199870
yun,1,0,0,0,0,1.314767
zag,1,0,0,0,0,0.707201
zak,1,0,0,0,0,0.381373
zan,1,0,0,0,0,0.310507
zant,1,0,0,0,0,0.068876
zed,1,0,0,0,0,1.369006
zel,1,0,0,0,0,0.051822
zen,1,0,0,0,0,6.311584
zest,1,0,0,0,0,2.369443
zig,1,0,0,0,0,0.980431
zing,1,0,0,0,0,0.250496
zink,1,0,0,0,0,0.230163
zip,1,0,0,0,0,3.237582
zips,1,1,0,0,0,0.157767
happy,0,0,0,1,0,96.059687
